iter,mean_eval,median_eval,pop_best_eval,best_eval,worst_eval
1,0.12665767967700958,0.12409935146570206,0.613969624042511,0.613969624042511,-0.35229137539863586
2,0.18702812492847443,0.3371852934360504,0.5434945821762085,0.613969624042511,-0.35229137539863586
3,0.2705632150173187,0.33937785029411316,0.9121581315994263,0.9121581315994263,-0.35229137539863586
4,0.2381303757429123,0.3464409410953522,0.6354491114616394,0.9121581315994263,-0.4397532343864441
5,0.27708765864372253,0.353494793176651,0.6871590614318848,0.9121581315994263,-0.4587398171424866
6,0.21269778907299042,0.34414762258529663,0.6270270347595215,0.9121581315994263,-0.4587398171424866
7,0.06745868176221848,-0.06767865270376205,0.5677697062492371,0.9121581315994263,-0.4742724299430847
8,0.20902635157108307,0.33670753240585327,0.45539459586143494,0.9121581315994263,-0.4742724299430847
9,0.2950095236301422,0.3331381678581238,0.8326367139816284,0.9121581315994263,-0.4742724299430847
10,0.2589266300201416,0.3327624499797821,0.8959996104240417,0.9121581315994263,-0.4742724299430847
11,0.18034620583057404,0.305418998003006,0.6908330917358398,0.9121581315994263,-0.4742724299430847
12,0.1289025992155075,0.2542708218097687,0.5815569162368774,0.9121581315994263,-0.4742724299430847
13,0.21529138088226318,0.337770015001297,0.5213190317153931,0.9121581315994263,-0.4742724299430847
14,0.2692292332649231,0.33415037393569946,0.4553110897541046,0.9121581315994263,-0.4742724299430847
15,0.3485599458217621,0.35825154185295105,0.6365346312522888,0.9121581315994263,-0.4742724299430847
16,0.3345250189304352,0.36898261308670044,0.5931937098503113,0.9121581315994263,-0.4742724299430847
17,0.3332458436489105,0.3691636919975281,0.8755271434783936,0.9121581315994263,-0.4742724299430847
18,0.26067593693733215,0.35112547874450684,1.0542304515838623,1.0542304515838623,-0.4742724299430847
19,0.40902072191238403,0.3737395703792572,0.790669858455658,1.0542304515838623,-0.4742724299430847
20,0.40988680720329285,0.3648427724838257,1.0496479272842407,1.0542304515838623,-0.4742724299430847
21,0.27425631880760193,0.3462817072868347,0.8608503341674805,1.0542304515838623,-0.4742724299430847
22,0.30152636766433716,0.34564247727394104,0.7811854481697083,1.0542304515838623,-0.4742724299430847
23,0.31471768021583557,0.3324100375175476,0.6028164029121399,1.0542304515838623,-0.4742724299430847
24,0.30512019991874695,0.34932491183280945,0.7283981442451477,1.0542304515838623,-0.4742724299430847
25,0.302949994802475,0.3436431288719177,0.8830276131629944,1.0542304515838623,-0.4742724299430847
26,0.3763642907142639,0.36695006489753723,0.9500651359558105,1.0542304515838623,-0.4742724299430847
27,0.31289827823638916,0.37516099214553833,1.1181020736694336,1.1181020736694336,-0.4742724299430847
28,0.29121360182762146,0.36400341987609863,0.6738913059234619,1.1181020736694336,-0.4742724299430847
29,0.3404071033000946,0.34226998686790466,0.9812713265419006,1.1181020736694336,-0.4742724299430847
30,0.3659466803073883,0.3772225081920624,0.8112702369689941,1.1181020736694336,-0.4742724299430847
31,0.3397572636604309,0.36341777443885803,0.6732953190803528,1.1181020736694336,-0.4742724299430847
32,0.3681427836418152,0.35181450843811035,0.9133620262145996,1.1181020736694336,-0.4742724299430847
33,0.40828755497932434,0.38348135352134705,0.9906263947486877,1.1181020736694336,-0.4742724299430847
34,0.3222341537475586,0.36946213245391846,0.9200263619422913,1.1181020736694336,-0.4742724299430847
35,0.31040388345718384,0.35867300629615784,0.7805952429771423,1.1181020736694336,-0.4742724299430847
36,0.22766803205013275,0.3483731746673584,0.8347123861312866,1.1181020736694336,-0.8335361480712891
37,0.3485388159751892,0.38818278908729553,0.8568103909492493,1.1181020736694336,-0.8335361480712891
38,0.3664899468421936,0.37438780069351196,0.901911199092865,1.1181020736694336,-0.8335361480712891
39,0.3930406868457794,0.378864586353302,0.869987428188324,1.1181020736694336,-0.8335361480712891
40,0.3785015940666199,0.3821161985397339,0.8105509281158447,1.1181020736694336,-0.8335361480712891
41,0.30530503392219543,0.36602482199668884,0.6785929203033447,1.1181020736694336,-0.8335361480712891
42,0.47942879796028137,0.3939775228500366,0.8971608877182007,1.1181020736694336,-0.8335361480712891
43,0.3902197778224945,0.4171985685825348,0.7525250315666199,1.1181020736694336,-0.8335361480712891
44,0.4465649127960205,0.38211649656295776,0.9064837098121643,1.1181020736694336,-0.8335361480712891
45,0.37688538432121277,0.36469876766204834,1.149713397026062,1.149713397026062,-0.8335361480712891
46,0.2850435674190521,0.4007600247859955,0.6562166810035706,1.149713397026062,-0.8335361480712891
47,0.3832935690879822,0.3672693371772766,0.9825258851051331,1.149713397026062,-0.8335361480712891
48,0.2651330232620239,0.3688608407974243,0.8513744473457336,1.149713397026062,-0.8335361480712891
49,0.2982381284236908,0.3624837398529053,0.8556779026985168,1.149713397026062,-0.8335361480712891
50,0.4241706132888794,0.3705191910266876,0.8688735961914062,1.149713397026062,-0.8335361480712891
51,0.3735123872756958,0.40396445989608765,0.9007014632225037,1.149713397026062,-0.8335361480712891
52,0.40152212977409363,0.36684587597846985,0.8975619673728943,1.149713397026062,-0.8335361480712891
53,0.3562793731689453,0.37926650047302246,0.542563796043396,1.149713397026062,-0.8335361480712891
54,0.2657490074634552,0.37812405824661255,0.8946111798286438,1.149713397026062,-0.8335361480712891
55,0.2406674027442932,0.3616911768913269,0.8371390700340271,1.149713397026062,-0.8335361480712891
56,0.40817195177078247,0.436708003282547,1.103421688079834,1.149713397026062,-0.8335361480712891
57,0.26659607887268066,0.40218472480773926,1.1494903564453125,1.149713397026062,-0.8335361480712891
58,0.5074196457862854,0.42044392228126526,5.056074142456055,5.056074142456055,-0.8335361480712891
59,0.15521401166915894,0.33160364627838135,0.7102136015892029,5.056074142456055,-0.8335361480712891
60,0.3151988983154297,0.390562504529953,0.8142971396446228,5.056074142456055,-0.8335361480712891
61,0.3032020926475525,0.3775350749492645,0.8291417360305786,5.056074142456055,-0.8335361480712891
62,0.3545362651348114,0.39244040846824646,0.6592878103256226,5.056074142456055,-0.8335361480712891
63,0.20847152173519135,0.325798898935318,0.6203747987747192,5.056074142456055,-0.8335361480712891
64,0.23129966855049133,0.3680342137813568,0.5553597211837769,5.056074142456055,-0.8335361480712891
65,0.3468646705150604,0.37262895703315735,0.7870423197746277,5.056074142456055,-0.8335361480712891
66,0.4695746898651123,0.4261312186717987,0.952128529548645,5.056074142456055,-0.8335361480712891
67,0.29805976152420044,0.3888642191886902,1.030150294303894,5.056074142456055,-0.8335361480712891
68,0.4285052716732025,0.38785338401794434,1.0278797149658203,5.056074142456055,-0.8335361480712891
69,0.4509320855140686,0.5290225148200989,1.1868566274642944,5.056074142456055,-0.8335361480712891
70,0.4243030846118927,0.4052956700325012,1.0848736763000488,5.056074142456055,-0.8335361480712891
71,0.4235301613807678,0.4504852890968323,0.8984026908874512,5.056074142456055,-0.8335361480712891
72,0.5155648589134216,0.4103660583496094,1.488473892211914,5.056074142456055,-0.8335361480712891
73,0.34616976976394653,0.37432360649108887,1.0474790334701538,5.056074142456055,-0.8335361480712891
74,0.3957246243953705,0.4365498423576355,0.9089568257331848,5.056074142456055,-0.8335361480712891
75,0.3809225559234619,0.401388943195343,0.8198365569114685,5.056074142456055,-0.8335361480712891
76,0.2968096137046814,0.33604589104652405,0.895291268825531,5.056074142456055,-0.8335361480712891
77,0.40623143315315247,0.39973756670951843,0.976483941078186,5.056074142456055,-0.8335361480712891
78,0.3426894247531891,0.4245588779449463,0.8822405934333801,5.056074142456055,-0.8335361480712891
79,0.42093244194984436,0.4055866599082947,0.9340034127235413,5.056074142456055,-0.8335361480712891
80,0.3815173804759979,0.3951685428619385,1.1732689142227173,5.056074142456055,-0.8335361480712891
81,0.4550217390060425,0.43188542127609253,0.9269928336143494,5.056074142456055,-0.8335361480712891
82,0.5058273077011108,0.4361315071582794,0.9628984332084656,5.056074142456055,-0.8335361480712891
83,0.5728985667228699,0.4450899362564087,1.125428557395935,5.056074142456055,-0.8335361480712891
84,0.3274560868740082,0.3897884786128998,1.0450150966644287,5.056074142456055,-0.8335361480712891
85,0.4404774606227875,0.41355887055397034,0.859406054019928,5.056074142456055,-0.8335361480712891
86,0.4050200879573822,0.44096848368644714,0.9021056294441223,5.056074142456055,-0.8335361480712891
87,0.4940248131752014,0.4948307275772095,0.9150402545928955,5.056074142456055,-0.8335361480712891
88,0.5387915968894958,0.42528679966926575,1.3655472993850708,5.056074142456055,-0.8335361480712891
89,0.46225565671920776,0.438742458820343,0.9062595367431641,5.056074142456055,-0.8335361480712891
90,0.427621066570282,0.3949505686759949,0.8772717118263245,5.056074142456055,-0.8335361480712891
91,0.49709513783454895,0.45764219760894775,1.0587173700332642,5.056074142456055,-0.8335361480712891
92,0.4502911865711212,0.4120156764984131,1.1652857065200806,5.056074142456055,-0.8335361480712891
93,0.3962627947330475,0.4020457863807678,0.8965076804161072,5.056074142456055,-0.8335361480712891
94,0.5477957725524902,0.4451514184474945,1.1438204050064087,5.056074142456055,-0.8335361480712891
95,0.7446837425231934,0.5142998695373535,4.597035884857178,5.056074142456055,-0.8335361480712891
96,0.41572922468185425,0.42030635476112366,1.0038490295410156,5.056074142456055,-0.8335361480712891
97,0.43917447328567505,0.42860597372055054,1.1608831882476807,5.056074142456055,-0.8335361480712891
98,0.41748863458633423,0.5233302116394043,0.9806685447692871,5.056074142456055,-0.8335361480712891
99,0.29562637209892273,0.3697524070739746,0.8672983050346375,5.056074142456055,-0.8335361480712891
100,-0.1732257902622223,0.35296088457107544,0.9051178693771362,5.056074142456055,-10.650816917419434
